type,actor_name,message_type_or_count,value
LOAD,encoder-dataShard-0,COUNT,1
LATENCY,dataShard-3,ComputeLossWithReply,1160
LOAD,dataShard-3,COUNT,1
LATENCY,encoder-dataShard-2,Backward,978
LOAD,encoder-dataShard-2,COUNT,1
LATENCY,dataShard-2,DataPointProcessed,0
LOAD,dataShard-2,COUNT,1
LATENCY,latent-dataShard-1,Backward,633
LOAD,latent-dataShard-1,COUNT,1
LATENCY,latent-dataShard-0,Reparametize,807
LOAD,latent-dataShard-0,COUNT,1
LATENCY,encoder-dataShard-1,Backward,790
LOAD,encoder-dataShard-1,COUNT,1
LATENCY,dataShard-1,DataPointProcessed,1
LOAD,dataShard-1,COUNT,1
LATENCY,decoder-dataShard-0,Decode,590
LOAD,decoder-dataShard-0,COUNT,1
LATENCY,decoder-dataShard-3,LossResponse,1295
LOAD,decoder-dataShard-3,COUNT,1
LATENCY,ParameterShardActor,Gradient,1741
LOAD,ParameterShardActor,COUNT,1
LATENCY,dataShard-4,ParameterReceived,9
LOAD,dataShard-4,COUNT,1
LATENCY,latent-dataShard-3,Backward,731
LOAD,latent-dataShard-3,COUNT,1
LATENCY,dataShard-0,ComputeLossWithReply,1302
LOAD,dataShard-0,COUNT,1
LATENCY,encoder-dataShard-4,ForwardPass,1191
LOAD,encoder-dataShard-4,COUNT,1
LATENCY,encoder-dataShard-3,Backward,1156
LOAD,encoder-dataShard-3,COUNT,1
LATENCY,dataShard-3,DataPointProcessed,1
LOAD,dataShard-3,COUNT,1
LATENCY,latent-dataShard-4,Reparametize,732
LOAD,latent-dataShard-4,COUNT,1
LATENCY,ParameterShardActor,Gradient,2018
LOAD,ParameterShardActor,COUNT,1
LATENCY,dataShard-2,ParameterReceived,8
LOAD,dataShard-2,COUNT,1
LATENCY,decoder-dataShard-0,LossResponse,1356
LOAD,decoder-dataShard-0,COUNT,1
LATENCY,decoder-dataShard-4,Decode,807
LOAD,decoder-dataShard-4,COUNT,1
LATENCY,encoder-dataShard-2,ForwardPass,1003
LOAD,encoder-dataShard-2,COUNT,1
LATENCY,latent-dataShard-0,Backward,889
LOAD,latent-dataShard-0,COUNT,1
LATENCY,latent-dataShard-2,Reparametize,439
LOAD,latent-dataShard-2,COUNT,1
LATENCY,encoder-dataShard-0,Backward,985
LOAD,encoder-dataShard-0,COUNT,1
LATENCY,dataShard-0,DataPointProcessed,1
LOAD,dataShard-0,COUNT,1
LATENCY,decoder-dataShard-2,Decode,965
LOAD,decoder-dataShard-2,COUNT,1
LATENCY,dataShard-4,ComputeLossWithReply,1815
LOAD,dataShard-4,COUNT,1
LATENCY,dataShard-2,ComputeLossWithReply,1208
LOAD,dataShard-2,COUNT,1
LATENCY,decoder-dataShard-4,LossResponse,1459
LOAD,decoder-dataShard-4,COUNT,1
LATENCY,latent-dataShard-4,Backward,659
LOAD,latent-dataShard-4,COUNT,1
LATENCY,decoder-dataShard-2,LossResponse,1566
LOAD,decoder-dataShard-2,COUNT,1
LATENCY,latent-dataShard-2,Backward,969
LOAD,latent-dataShard-2,COUNT,1
LATENCY,encoder-dataShard-2,Backward,1102
LOAD,encoder-dataShard-2,COUNT,1
LATENCY,dataShard-2,DataPointProcessed,1
LOAD,dataShard-2,COUNT,1
LATENCY,encoder-dataShard-4,Backward,3846
LOAD,encoder-dataShard-4,COUNT,1
LATENCY,dataShard-4,DataPointProcessed,0
LOAD,dataShard-4,COUNT,1
LATENCY,ParameterShardActor,Gradient,8612
LOAD,ParameterShardActor,COUNT,1
LATENCY,dataShard-1,ParameterReceived,10
LOAD,dataShard-1,COUNT,1
LATENCY,encoder-dataShard-1,ForwardPass,814
LOAD,encoder-dataShard-1,COUNT,1
LATENCY,latent-dataShard-1,Reparametize,498
LOAD,latent-dataShard-1,COUNT,1
LATENCY,ParameterShardActor,Gradient,1789
LOAD,ParameterShardActor,COUNT,1
LATENCY,dataShard-3,ParameterReceived,6
LOAD,dataShard-3,COUNT,1
LATENCY,decoder-dataShard-1,Decode,577
LOAD,decoder-dataShard-1,COUNT,1
LATENCY,encoder-dataShard-3,ForwardPass,837
LOAD,encoder-dataShard-3,COUNT,1
LATENCY,dataShard-1,ComputeLossWithReply,987
LOAD,dataShard-1,COUNT,1
LATENCY,latent-dataShard-3,Reparametize,365
LOAD,latent-dataShard-3,COUNT,1
LATENCY,ParameterShardActor,Gradient,1276
LOAD,ParameterShardActor,COUNT,1
LATENCY,dataShard-0,ParameterReceived,9
LOAD,dataShard-0,COUNT,1
LATENCY,decoder-dataShard-3,Decode,571
LOAD,decoder-dataShard-3,COUNT,1
LATENCY,encoder-dataShard-0,ForwardPass,844
LOAD,encoder-dataShard-0,COUNT,1
LATENCY,decoder-dataShard-1,LossResponse,1223
LOAD,decoder-dataShard-1,COUNT,1
LATENCY,latent-dataShard-0,Reparametize,353
LOAD,latent-dataShard-0,COUNT,1
LATENCY,dataShard-3,ComputeLossWithReply,1010
LOAD,dataShard-3,COUNT,1
LATENCY,ParameterShardActor,Gradient,1650
LOAD,ParameterShardActor,COUNT,1
LATENCY,dataShard-2,ParameterReceived,6
LOAD,dataShard-2,COUNT,1
LATENCY,decoder-dataShard-0,Decode,672
LOAD,decoder-dataShard-0,COUNT,1
LATENCY,latent-dataShard-1,Backward,821
LOAD,latent-dataShard-1,COUNT,1
LATENCY,encoder-dataShard-2,ForwardPass,838
LOAD,encoder-dataShard-2,COUNT,1
LATENCY,encoder-dataShard-1,Backward,1009
LOAD,encoder-dataShard-1,COUNT,1
LATENCY,dataShard-1,DataPointProcessed,1
LOAD,dataShard-1,COUNT,1
LATENCY,latent-dataShard-2,Reparametize,399
LOAD,latent-dataShard-2,COUNT,1
LATENCY,decoder-dataShard-3,LossResponse,1401
LOAD,decoder-dataShard-3,COUNT,1
LATENCY,dataShard-0,ComputeLossWithReply,1201
LOAD,dataShard-0,COUNT,1
LATENCY,decoder-dataShard-2,Decode,625
LOAD,decoder-dataShard-2,COUNT,1
LATENCY,latent-dataShard-3,Backward,635
LOAD,latent-dataShard-3,COUNT,1
LATENCY,ParameterShardActor,Gradient,1968
LOAD,ParameterShardActor,COUNT,1
LATENCY,dataShard-4,ParameterReceived,6
LOAD,dataShard-4,COUNT,1
LATENCY,decoder-dataShard-0,LossResponse,1384
LOAD,decoder-dataShard-0,COUNT,1
LATENCY,encoder-dataShard-4,ForwardPass,896
LOAD,encoder-dataShard-4,COUNT,1
LATENCY,encoder-dataShard-3,Backward,966
LOAD,encoder-dataShard-3,COUNT,1
LATENCY,dataShard-3,DataPointProcessed,0
LOAD,dataShard-3,COUNT,1
LATENCY,dataShard-2,ComputeLossWithReply,1033
LOAD,dataShard-2,COUNT,1
LATENCY,latent-dataShard-4,Reparametize,301
LOAD,latent-dataShard-4,COUNT,1
LATENCY,latent-dataShard-0,Backward,752
LOAD,latent-dataShard-0,COUNT,1
LATENCY,ParameterShardActor,Gradient,1611
LOAD,ParameterShardActor,COUNT,1
LATENCY,dataShard-1,ParameterReceived,7
LOAD,dataShard-1,COUNT,1
LATENCY,decoder-dataShard-4,Decode,552
LOAD,decoder-dataShard-4,COUNT,1
LATENCY,encoder-dataShard-1,ForwardPass,768
LOAD,encoder-dataShard-1,COUNT,1
LATENCY,decoder-dataShard-2,LossResponse,1456
LOAD,decoder-dataShard-2,COUNT,1
LATENCY,encoder-dataShard-0,Backward,1018
LOAD,encoder-dataShard-0,COUNT,1
LATENCY,dataShard-0,DataPointProcessed,1
LOAD,dataShard-0,COUNT,1
LATENCY,latent-dataShard-1,Reparametize,417
LOAD,latent-dataShard-1,COUNT,1
LATENCY,dataShard-4,ComputeLossWithReply,1160
LOAD,dataShard-4,COUNT,1
LATENCY,latent-dataShard-2,Backward,707
LOAD,latent-dataShard-2,COUNT,1
LATENCY,ParameterShardActor,Gradient,1898
LOAD,ParameterShardActor,COUNT,1
LATENCY,decoder-dataShard-1,Decode,708
LOAD,decoder-dataShard-1,COUNT,1
LATENCY,dataShard-3,ParameterReceived,5
LOAD,dataShard-3,COUNT,1
LATENCY,decoder-dataShard-4,LossResponse,1240
LOAD,decoder-dataShard-4,COUNT,1
LATENCY,encoder-dataShard-2,Backward,1158
LOAD,encoder-dataShard-2,COUNT,1
LATENCY,dataShard-2,DataPointProcessed,1
LOAD,dataShard-2,COUNT,1
LATENCY,encoder-dataShard-3,ForwardPass,990
LOAD,encoder-dataShard-3,COUNT,1
LATENCY,dataShard-1,ComputeLossWithReply,1200
LOAD,dataShard-1,COUNT,1
LATENCY,latent-dataShard-3,Reparametize,414
LOAD,latent-dataShard-3,COUNT,1
LATENCY,latent-dataShard-4,Backward,944
LOAD,latent-dataShard-4,COUNT,1
LATENCY,ParameterShardActor,Gradient,1904
LOAD,ParameterShardActor,COUNT,1
LATENCY,dataShard-0,ParameterReceived,2
LOAD,dataShard-0,COUNT,1
LATENCY,decoder-dataShard-3,Decode,635
LOAD,decoder-dataShard-3,COUNT,1
LATENCY,encoder-dataShard-4,Backward,938
LOAD,encoder-dataShard-4,COUNT,1
LATENCY,dataShard-4,DataPointProcessed,1
LOAD,dataShard-4,COUNT,1
LATENCY,encoder-dataShard-0,ForwardPass,953
LOAD,encoder-dataShard-0,COUNT,1
LATENCY,decoder-dataShard-1,LossResponse,1843
LOAD,decoder-dataShard-1,COUNT,1
LATENCY,dataShard-3,ComputeLossWithReply,1213
LOAD,dataShard-3,COUNT,1
LATENCY,latent-dataShard-0,Reparametize,700
LOAD,latent-dataShard-0,COUNT,1
LATENCY,ParameterShardActor,Gradient,2064
LATENCY,latent-dataShard-1,Backward,910
LOAD,ParameterShardActor,COUNT,1
LOAD,latent-dataShard-1,COUNT,1
LATENCY,dataShard-2,ParameterReceived,5
LOAD,dataShard-2,COUNT,1
LATENCY,decoder-dataShard-0,Decode,1033
LOAD,decoder-dataShard-0,COUNT,1
LATENCY,decoder-dataShard-3,LossResponse,1381
LOAD,decoder-dataShard-3,COUNT,1
LATENCY,encoder-dataShard-2,ForwardPass,820
LOAD,encoder-dataShard-2,COUNT,1
LATENCY,encoder-dataShard-1,Backward,1128
LOAD,encoder-dataShard-1,COUNT,1
LATENCY,dataShard-1,DataPointProcessed,1
LOAD,dataShard-1,COUNT,1
LATENCY,latent-dataShard-3,Backward,662
LOAD,latent-dataShard-3,COUNT,1
LATENCY,latent-dataShard-2,Reparametize,523
LOAD,latent-dataShard-2,COUNT,1
LATENCY,dataShard-0,ComputeLossWithReply,1074
LOAD,dataShard-0,COUNT,1
LATENCY,decoder-dataShard-2,Decode,556
LOAD,decoder-dataShard-2,COUNT,1
LATENCY,ParameterShardActor,Gradient,1942
LOAD,ParameterShardActor,COUNT,1
LATENCY,dataShard-4,ParameterReceived,5
LOAD,dataShard-4,COUNT,1
LATENCY,encoder-dataShard-3,Backward,968
LOAD,encoder-dataShard-3,COUNT,1
LATENCY,dataShard-3,DataPointProcessed,1
LOAD,dataShard-3,COUNT,1
LATENCY,encoder-dataShard-4,ForwardPass,859
LOAD,encoder-dataShard-4,COUNT,1
LATENCY,decoder-dataShard-0,LossResponse,1194
LOAD,decoder-dataShard-0,COUNT,1
LATENCY,dataShard-2,ComputeLossWithReply,1041
LOAD,dataShard-2,COUNT,1
LATENCY,latent-dataShard-4,Reparametize,442
LOAD,latent-dataShard-4,COUNT,1
LATENCY,ParameterShardActor,Gradient,1648
LOAD,ParameterShardActor,COUNT,1
LATENCY,dataShard-1,ParameterReceived,5
LOAD,dataShard-1,COUNT,1
LATENCY,latent-dataShard-0,Backward,738
LOAD,latent-dataShard-0,COUNT,1
LATENCY,decoder-dataShard-4,Decode,677
LOAD,decoder-dataShard-4,COUNT,1
LATENCY,encoder-dataShard-1,ForwardPass,706
LOAD,encoder-dataShard-1,COUNT,1
LATENCY,decoder-dataShard-2,LossResponse,1418
LOAD,decoder-dataShard-2,COUNT,1
LATENCY,latent-dataShard-1,Reparametize,413
LOAD,latent-dataShard-1,COUNT,1
LATENCY,encoder-dataShard-0,Backward,1243
LOAD,encoder-dataShard-0,COUNT,1
LATENCY,dataShard-0,DataPointProcessed,1
LOAD,dataShard-0,COUNT,1
LATENCY,latent-dataShard-2,Backward,800
LOAD,latent-dataShard-2,COUNT,1
LATENCY,dataShard-4,ComputeLossWithReply,1301
LOAD,dataShard-4,COUNT,1
LATENCY,ParameterShardActor,Gradient,1726
LOAD,ParameterShardActor,COUNT,1
LATENCY,decoder-dataShard-1,Decode,626
LOAD,decoder-dataShard-1,COUNT,1
LATENCY,dataShard-3,ParameterReceived,1
LOAD,dataShard-3,COUNT,1
LATENCY,encoder-dataShard-2,Backward,1120
LOAD,encoder-dataShard-2,COUNT,1
LATENCY,dataShard-2,DataPointProcessed,1
LOAD,dataShard-2,COUNT,1
LATENCY,encoder-dataShard-3,ForwardPass,1177
LOAD,encoder-dataShard-3,COUNT,1
LATENCY,decoder-dataShard-4,LossResponse,1521
LOAD,decoder-dataShard-4,COUNT,1
LATENCY,dataShard-1,ComputeLossWithReply,1522
LOAD,dataShard-1,COUNT,1
LATENCY,latent-dataShard-3,Reparametize,739
LOAD,latent-dataShard-3,COUNT,1
LATENCY,ParameterShardActor,Gradient,2209
LOAD,ParameterShardActor,COUNT,1
LATENCY,dataShard-0,ParameterReceived,1
LOAD,dataShard-0,COUNT,1
LATENCY,latent-dataShard-4,Backward,954
LOAD,latent-dataShard-4,COUNT,1
LATENCY,decoder-dataShard-3,Decode,683
LOAD,decoder-dataShard-3,COUNT,1
LATENCY,decoder-dataShard-1,LossResponse,1688
LOAD,decoder-dataShard-1,COUNT,1
LATENCY,encoder-dataShard-4,Backward,1080
LOAD,encoder-dataShard-4,COUNT,1
LATENCY,dataShard-4,DataPointProcessed,1
LOAD,dataShard-4,COUNT,1
LATENCY,dataShard-3,ComputeLossWithReply,1025
LOAD,dataShard-3,COUNT,1
LATENCY,latent-dataShard-1,Backward,863
LOAD,latent-dataShard-1,COUNT,1
LATENCY,encoder-dataShard-0,ForwardPass,2163
LOAD,encoder-dataShard-0,COUNT,1
LATENCY,latent-dataShard-0,Reparametize,453
LOAD,latent-dataShard-0,COUNT,1
LATENCY,ParameterShardActor,Gradient,2701
LOAD,ParameterShardActor,COUNT,1
LATENCY,decoder-dataShard-3,LossResponse,1391
LOAD,decoder-dataShard-3,COUNT,1
LATENCY,encoder-dataShard-1,Backward,1037
LOAD,encoder-dataShard-1,COUNT,1
LATENCY,dataShard-1,DataPointProcessed,1
LOAD,dataShard-1,COUNT,1
LATENCY,dataShard-2,ParameterReceived,1
LOAD,dataShard-2,COUNT,1
LATENCY,latent-dataShard-3,Backward,583
LOAD,latent-dataShard-3,COUNT,1
LATENCY,decoder-dataShard-0,Decode,991
LOAD,decoder-dataShard-0,COUNT,1
LATENCY,encoder-dataShard-2,ForwardPass,1454
LOAD,encoder-dataShard-2,COUNT,1
LATENCY,encoder-dataShard-3,Backward,956
LOAD,encoder-dataShard-3,COUNT,1
LATENCY,dataShard-3,DataPointProcessed,1
LOAD,dataShard-3,COUNT,1
LATENCY,ParameterShardActor,Gradient,1793
LOAD,ParameterShardActor,COUNT,1
LATENCY,dataShard-4,ParameterReceived,2
LOAD,dataShard-4,COUNT,1
LATENCY,dataShard-0,ComputeLossWithReply,1351
LOAD,dataShard-0,COUNT,1
LATENCY,latent-dataShard-2,Reparametize,637
LOAD,latent-dataShard-2,COUNT,1
LATENCY,decoder-dataShard-2,Decode,619
LOAD,decoder-dataShard-2,COUNT,1
LATENCY,encoder-dataShard-4,ForwardPass,1489
LOAD,encoder-dataShard-4,COUNT,1
LATENCY,ParameterShardActor,Gradient,1648
LOAD,ParameterShardActor,COUNT,1
LATENCY,dataShard-1,ParameterReceived,6
LOAD,dataShard-1,COUNT,1
LATENCY,decoder-dataShard-0,LossResponse,1361
LOAD,decoder-dataShard-0,COUNT,1
LATENCY,latent-dataShard-4,Reparametize,767
LOAD,latent-dataShard-4,COUNT,1
LATENCY,dataShard-2,ComputeLossWithReply,1247
LOAD,dataShard-2,COUNT,1
LATENCY,decoder-dataShard-4,Decode,459
LOAD,decoder-dataShard-4,COUNT,1
LATENCY,latent-dataShard-0,Backward,1031
LOAD,latent-dataShard-0,COUNT,1
LATENCY,encoder-dataShard-1,ForwardPass,2542
LOAD,encoder-dataShard-1,COUNT,1
LATENCY,dataShard-4,ComputeLossWithReply,1758
LOAD,dataShard-4,COUNT,1
LATENCY,encoder-dataShard-0,Backward,1817
LOAD,encoder-dataShard-0,COUNT,1
LATENCY,dataShard-0,DataPointProcessed,1
LOAD,dataShard-0,COUNT,1
LATENCY,latent-dataShard-1,Reparametize,523
LOAD,latent-dataShard-1,COUNT,1
LATENCY,ParameterShardActor,Gradient,3697
LOAD,ParameterShardActor,COUNT,1
LATENCY,dataShard-3,ParameterReceived,6
LOAD,dataShard-3,COUNT,1
LATENCY,decoder-dataShard-2,LossResponse,3049
LOAD,decoder-dataShard-2,COUNT,1
LATENCY,decoder-dataShard-1,Decode,1137
LOAD,decoder-dataShard-1,COUNT,1
LATENCY,decoder-dataShard-4,LossResponse,1545
LOAD,decoder-dataShard-4,COUNT,1
LATENCY,latent-dataShard-2,Backward,818
LOAD,latent-dataShard-2,COUNT,1
LATENCY,latent-dataShard-4,Backward,718
LOAD,latent-dataShard-4,COUNT,1
LATENCY,encoder-dataShard-3,ForwardPass,1438
LOAD,encoder-dataShard-3,COUNT,1
LATENCY,dataShard-1,ComputeLossWithReply,1320
LOAD,dataShard-1,COUNT,1
LATENCY,encoder-dataShard-2,Backward,1036
LOAD,encoder-dataShard-2,COUNT,1
LATENCY,dataShard-2,DataPointProcessed,1
LOAD,dataShard-2,COUNT,1
LATENCY,latent-dataShard-3,Reparametize,577
LOAD,latent-dataShard-3,COUNT,1
LATENCY,ParameterShardActor,Gradient,2640
LOAD,ParameterShardActor,COUNT,1
LATENCY,dataShard-0,ParameterReceived,2
LOAD,dataShard-0,COUNT,1
LATENCY,encoder-dataShard-4,Backward,1353
LOAD,encoder-dataShard-4,COUNT,1
LATENCY,dataShard-4,DataPointProcessed,0
LOAD,dataShard-4,COUNT,1
LATENCY,decoder-dataShard-3,Decode,895
LOAD,decoder-dataShard-3,COUNT,1
LATENCY,decoder-dataShard-1,LossResponse,1423
LOAD,decoder-dataShard-1,COUNT,1
LATENCY,encoder-dataShard-0,ForwardPass,983
LOAD,encoder-dataShard-0,COUNT,1
LATENCY,latent-dataShard-1,Backward,554
LOAD,latent-dataShard-1,COUNT,1
LATENCY,latent-dataShard-0,Reparametize,365
LOAD,latent-dataShard-0,COUNT,1
LATENCY,dataShard-3,ComputeLossWithReply,1236
LOAD,dataShard-3,COUNT,1
LATENCY,ParameterShardActor,Gradient,1671
LOAD,ParameterShardActor,COUNT,1
LATENCY,dataShard-2,ParameterReceived,4
LOAD,dataShard-2,COUNT,1
LATENCY,decoder-dataShard-0,Decode,746
LOAD,decoder-dataShard-0,COUNT,1
LATENCY,encoder-dataShard-1,Backward,1189
LOAD,encoder-dataShard-1,COUNT,1
LATENCY,dataShard-1,DataPointProcessed,0
LOAD,dataShard-1,COUNT,1
LATENCY,decoder-dataShard-3,LossResponse,1391
LOAD,decoder-dataShard-3,COUNT,1
LATENCY,encoder-dataShard-2,ForwardPass,1379
LOAD,encoder-dataShard-2,COUNT,1
LATENCY,dataShard-0,ComputeLossWithReply,1279
LOAD,dataShard-0,COUNT,1
LATENCY,latent-dataShard-2,Reparametize,438
LOAD,latent-dataShard-2,COUNT,1
LATENCY,latent-dataShard-3,Backward,723
LOAD,latent-dataShard-3,COUNT,1
LATENCY,encoder-dataShard-3,Backward,964
LOAD,encoder-dataShard-3,COUNT,1
LATENCY,dataShard-3,DataPointProcessed,1
LOAD,dataShard-3,COUNT,1
LATENCY,decoder-dataShard-0,LossResponse,1303
LOAD,decoder-dataShard-0,COUNT,1
LATENCY,decoder-dataShard-2,Decode,1211
LOAD,decoder-dataShard-2,COUNT,1
LATENCY,latent-dataShard-0,Backward,918
LOAD,latent-dataShard-0,COUNT,1
LATENCY,ParameterShardActor,Gradient,4262
LOAD,ParameterShardActor,COUNT,1
LATENCY,dataShard-4,ParameterReceived,7
LOAD,dataShard-4,COUNT,1
LATENCY,dataShard-2,ComputeLossWithReply,1348
LOAD,dataShard-2,COUNT,1
LATENCY,encoder-dataShard-0,Backward,1318
LOAD,encoder-dataShard-0,COUNT,1
LATENCY,dataShard-0,DataPointProcessed,1
LOAD,dataShard-0,COUNT,1
LATENCY,encoder-dataShard-4,ForwardPass,1443
LOAD,encoder-dataShard-4,COUNT,1
LATENCY,decoder-dataShard-2,LossResponse,1475
LOAD,decoder-dataShard-2,COUNT,1
LATENCY,latent-dataShard-4,Reparametize,465
LOAD,latent-dataShard-4,COUNT,1
LATENCY,ParameterShardActor,Gradient,1944
LOAD,ParameterShardActor,COUNT,1
LATENCY,dataShard-1,ParameterReceived,6
LOAD,dataShard-1,COUNT,1
LATENCY,latent-dataShard-2,Backward,688
LOAD,latent-dataShard-2,COUNT,1
LATENCY,decoder-dataShard-4,Decode,671
LOAD,decoder-dataShard-4,COUNT,1
LATENCY,encoder-dataShard-1,ForwardPass,886
LOAD,encoder-dataShard-1,COUNT,1
LATENCY,encoder-dataShard-2,Backward,975
LOAD,encoder-dataShard-2,COUNT,1
LATENCY,dataShard-2,DataPointProcessed,1
LATENCY,latent-dataShard-1,Reparametize,445
LOAD,dataShard-2,COUNT,1
LOAD,latent-dataShard-1,COUNT,1
LATENCY,dataShard-4,ComputeLossWithReply,1074
LOAD,dataShard-4,COUNT,1
LATENCY,ParameterShardActor,Gradient,1821
LOAD,ParameterShardActor,COUNT,1
LATENCY,dataShard-3,ParameterReceived,4
LOAD,dataShard-3,COUNT,1
LATENCY,decoder-dataShard-1,Decode,690
LOAD,decoder-dataShard-1,COUNT,1
LATENCY,encoder-dataShard-3,ForwardPass,1017
LOAD,encoder-dataShard-3,COUNT,1
LATENCY,decoder-dataShard-4,LossResponse,1364
LOAD,decoder-dataShard-4,COUNT,1
LATENCY,dataShard-1,ComputeLossWithReply,1126
LOAD,dataShard-1,COUNT,1
LATENCY,latent-dataShard-3,Reparametize,549
LOAD,latent-dataShard-3,COUNT,1
LATENCY,ParameterShardActor,Gradient,1680
LOAD,ParameterShardActor,COUNT,1
LATENCY,dataShard-0,ParameterReceived,1
LOAD,dataShard-0,COUNT,1
LATENCY,latent-dataShard-4,Backward,903
LOAD,latent-dataShard-4,COUNT,1
LATENCY,decoder-dataShard-3,Decode,1074
LOAD,decoder-dataShard-3,COUNT,1
LATENCY,encoder-dataShard-0,ForwardPass,1113
LOAD,encoder-dataShard-0,COUNT,1
LATENCY,decoder-dataShard-1,LossResponse,2147
LOAD,decoder-dataShard-1,COUNT,1
LATENCY,encoder-dataShard-4,Backward,1448
LOAD,encoder-dataShard-4,COUNT,1
LATENCY,dataShard-4,DataPointProcessed,1
LOAD,dataShard-4,COUNT,1
LATENCY,latent-dataShard-0,Reparametize,1358
LOAD,latent-dataShard-0,COUNT,1
LATENCY,dataShard-3,ComputeLossWithReply,1529
LOAD,dataShard-3,COUNT,1
LATENCY,ParameterShardActor,Gradient,2610
LOAD,ParameterShardActor,COUNT,1
LATENCY,dataShard-2,ParameterReceived,2
LOAD,dataShard-2,COUNT,1
LATENCY,latent-dataShard-1,Backward,1440
LOAD,latent-dataShard-1,COUNT,1
LATENCY,decoder-dataShard-0,Decode,945
LOAD,decoder-dataShard-0,COUNT,1
LATENCY,encoder-dataShard-2,ForwardPass,1225
LOAD,encoder-dataShard-2,COUNT,1
LATENCY,latent-dataShard-2,Reparametize,426
LOAD,latent-dataShard-2,COUNT,1
LATENCY,encoder-dataShard-1,Backward,1142
LOAD,encoder-dataShard-1,COUNT,1
LATENCY,dataShard-1,DataPointProcessed,1
LOAD,dataShard-1,COUNT,1
LATENCY,decoder-dataShard-3,LossResponse,1911
LOAD,decoder-dataShard-3,COUNT,1
LATENCY,dataShard-0,ComputeLossWithReply,1416
LOAD,dataShard-0,COUNT,1
LATENCY,ParameterShardActor,Gradient,2292
LOAD,ParameterShardActor,COUNT,1
LATENCY,decoder-dataShard-2,Decode,587
LOAD,decoder-dataShard-2,COUNT,1
LATENCY,dataShard-4,ParameterReceived,6
LOAD,dataShard-4,COUNT,1
LATENCY,latent-dataShard-3,Backward,1258
LATENCY,encoder-dataShard-4,ForwardPass,805
LOAD,encoder-dataShard-4,COUNT,1
LOAD,latent-dataShard-3,COUNT,1
LATENCY,dataShard-2,ComputeLossWithReply,1058
LOAD,dataShard-2,COUNT,1
LATENCY,decoder-dataShard-0,LossResponse,1326
LOAD,decoder-dataShard-0,COUNT,1
LATENCY,latent-dataShard-4,Reparametize,451
LOAD,latent-dataShard-4,COUNT,1
LATENCY,encoder-dataShard-3,Backward,958
LOAD,encoder-dataShard-3,COUNT,1
LATENCY,dataShard-3,DataPointProcessed,0
LOAD,dataShard-3,COUNT,1
LATENCY,decoder-dataShard-4,Decode,581
LOAD,decoder-dataShard-4,COUNT,1
LATENCY,ParameterShardActor,Gradient,2045
LOAD,ParameterShardActor,COUNT,1
LATENCY,dataShard-1,ParameterReceived,4
LOAD,dataShard-1,COUNT,1
LATENCY,latent-dataShard-0,Backward,886
LOAD,latent-dataShard-0,COUNT,1
LATENCY,decoder-dataShard-2,LossResponse,1393
LOAD,decoder-dataShard-2,COUNT,1
LATENCY,encoder-dataShard-1,ForwardPass,1103
LOAD,encoder-dataShard-1,COUNT,1
LATENCY,latent-dataShard-2,Backward,785
LOAD,latent-dataShard-2,COUNT,1
LATENCY,encoder-dataShard-0,Backward,1148
LOAD,encoder-dataShard-0,COUNT,1
LATENCY,dataShard-0,DataPointProcessed,1
LOAD,dataShard-0,COUNT,1
LATENCY,dataShard-4,ComputeLossWithReply,1865
LOAD,dataShard-4,COUNT,1
LATENCY,latent-dataShard-1,Reparametize,820
LOAD,latent-dataShard-1,COUNT,1
LATENCY,ParameterShardActor,Gradient,2247
LOAD,ParameterShardActor,COUNT,1
LATENCY,dataShard-3,ParameterReceived,7
LOAD,dataShard-3,COUNT,1
LATENCY,decoder-dataShard-1,Decode,931
LOAD,decoder-dataShard-1,COUNT,1
LATENCY,encoder-dataShard-2,Backward,1698
LOAD,encoder-dataShard-2,COUNT,1
LATENCY,dataShard-2,DataPointProcessed,1
LOAD,dataShard-2,COUNT,1
LATENCY,decoder-dataShard-4,LossResponse,1704
LOAD,decoder-dataShard-4,COUNT,1
LATENCY,encoder-dataShard-3,ForwardPass,1547
LOAD,encoder-dataShard-3,COUNT,1
LATENCY,dataShard-1,ComputeLossWithReply,1429
LOAD,dataShard-1,COUNT,1
LATENCY,latent-dataShard-3,Reparametize,635
LOAD,latent-dataShard-3,COUNT,1
LATENCY,latent-dataShard-4,Backward,1063
LOAD,latent-dataShard-4,COUNT,1
LATENCY,ParameterShardActor,Gradient,2510
LOAD,ParameterShardActor,COUNT,1
LATENCY,dataShard-0,ParameterReceived,2
LOAD,dataShard-0,COUNT,1
LATENCY,decoder-dataShard-3,Decode,637
LOAD,decoder-dataShard-3,COUNT,1
LATENCY,encoder-dataShard-0,ForwardPass,773
LOAD,encoder-dataShard-0,COUNT,1
LATENCY,encoder-dataShard-4,Backward,1135
LOAD,encoder-dataShard-4,COUNT,1
LATENCY,dataShard-4,DataPointProcessed,0
LOAD,dataShard-4,COUNT,1
LATENCY,decoder-dataShard-1,LossResponse,1535
LOAD,decoder-dataShard-1,COUNT,1
LATENCY,latent-dataShard-0,Reparametize,437
LOAD,latent-dataShard-0,COUNT,1
LATENCY,dataShard-3,ComputeLossWithReply,1185
LOAD,dataShard-3,COUNT,1
LATENCY,ParameterShardActor,Gradient,1559
LOAD,ParameterShardActor,COUNT,1
LATENCY,dataShard-2,ParameterReceived,6
